ActivityStartDate,MonitoringLocationIdentifier,CharacteristicName,ResultMeasureValue,AU,Impaired,Segment,TMDL,geometry,USGSSite_No,Flow
2018-01-08,TCEQMAIN-15839,Escherichia coli,3,2304_06,N,2304,0,"c(-99.7536, 27.7017)",NA,NA
2014-11-18,TCEQMAIN-15839,Escherichia coli,7,2304_06,N,2304,0,"c(-99.7536, 27.7017)",NA,NA
2015-07-07,TCEQMAIN-20743,Escherichia coli,29,1804C_01,N,1804C,0,"c(-97.9908, 29.6765)",NA,NA
2018-08-21,TCEQMAIN-11371,Escherichia coli,160,1016_02,Y,1016,1,"c(-95.3067, 29.9183)",USGS-08076000,72.2
2012-09-05,TCEQMAIN-12626,Escherichia coli,53,1808_03,N,1808,0,"c(-97.6509, 29.6661)",USGS-08172000,158
2018-06-14,TCEQMAIN-20211,Escherichia coli,290,1007C_01,Y,1007C,1,"c(-95.6158, 29.6715)",USGS-08074800,NA
2017-03-21,TCEQMAIN-17612,Escherichia coli,31,1246_01,N,1246,0,"c(-97.3665, 31.5093)",USGS-08095300,63.3
2014-10-30,TCEQMAIN-15831,Escherichia coli,310,1017_02,Y,1017,1,"c(-95.4608, 29.8466)",NA,NA
2012-07-09,TCEQMAIN-11363,Escherichia coli,1300,1014_01,Y,1014,1,"c(-95.6212, 29.7712)",USGS-08073500,115
2013-07-29,TCEQMAIN-11279,Escherichia coli,230,1006_03,N,1006,0,"c(-95.2333, 29.8372)",USGS-08076700,NA
2014-01-22,TCEQMAIN-12791,Escherichia coli,42,1901_02,Y,1901,1,"c(-97.3848, 28.6498)",USGS-08188500,209
2018-11-05,TCEQMAIN-10685,Escherichia coli,330,0704_01,N,0704,0,"c(-94.1097, 29.9289)",NA,NA
2016-09-19,TCEQMAIN-15082,Escherichia coli,86,1811_02,N,1811,0,"c(-98.1339, 29.7097)",USGS-08168913,56.2
2016-07-05,TCEQMAIN-16593,Escherichia coli,520,1017B_02,Y,1017B,1,"c(-95.4681, 29.8462)",USGS-08074150,NA
2018-06-06,TCEQMAIN-11897,Escherichia coli,20,1217_02,N,1217,0,"c(-98.0164, 31.0817)",USGS-08103800,13.7
2017-03-02,TCEQMAIN-20213,Escherichia coli,11,1204_02,N,1204,0,"c(-97.7029, 32.2586)",USGS-08091000,529
2012-04-02,TCEQMAIN-11864,Escherichia coli,3,1206_03,N,1206,0,"c(-98.3023, 32.8632)",USGS-08089000,141
2018-05-09,TCEQMAIN-17226,Escherichia coli,4,1255_02,Y,1255,0,"c(-98.2039, 32.235)",NA,NA
2015-03-25,TCEQMAIN-13202,Escherichia coli,21,2304_04,N,2304,0,"c(-99.5239, 27.5231)",NA,NA
2016-03-16,TCEQMAIN-11896,Escherichia coli,190,1217_01,N,1217,0,"c(-97.7786, 30.9725)",USGS-08103940,NA
2015-06-22,TCEQMAIN-15635,Escherichia coli,230,0824_03,Y,0824,0,"c(-97.1561, 33.6239)",USGS-08050400,874
2016-06-14,TCEQMAIN-12549,Escherichia coli,270,1806E_01,Y,1806E,1,"c(-99.1487, 30.0514)",NA,NA
2013-12-16,TCEQMAIN-21031,Escherichia coli,1,0202_05,N,0202,0,"c(-96.5319, 33.8236)",NA,NA
2012-06-21,TCEQMAIN-16657,Escherichia coli,550,1007M_01,Y,1007M,1,"c(-95.2325, 29.7755)",USGS-08075770,5.06
2012-05-16,TCEQMAIN-11235,Escherichia coli,100,1003_01,Y,1003,1,"c(-95.1246, 30.1453)",USGS-08070200,42.1
2017-03-22,TCEQMAIN-17679,Escherichia coli,57,0841K_01,Y,0841K,1,"c(-96.9853, 32.6923)",NA,NA
2016-10-18,TCEQMAIN-14231,Escherichia coli,140,1415_04,N,1415,0,"c(-99.598, 30.5889)",NA,NA
2018-07-05,TCEQMAIN-15250,Escherichia coli,35,1217B_01,N,1217B,0,"c(-98.0507, 31.0854)",NA,NA
2012-06-20,TCEQMAIN-14256,Escherichia coli,13000,1911_09,Y,1911,1,"c(-98.4947, 29.3931)",USGS-08178000,24.7
2014-05-06,TCEQMAIN-20167,Escherichia coli,280,0202A_01,N,0202A,0,"c(-95.9852, 33.6819)",USGS-07332620,1.6
2015-01-28,TCEQMAIN-15852,Escherichia coli,1700,1007B_01,Y,1007B,1,"c(-95.5519, 29.6896)",NA,NA
2012-07-11,TCEQMAIN-21031,Escherichia coli,5,0202_05,N,0202,0,"c(-96.5319, 33.8236)",NA,NA
2015-03-20,TCEQMAIN-12647,Escherichia coli,4400,1810_02,Y,1810,0,"c(-97.6153, 29.8653)",NA,NA
2016-12-13,TCEQMAIN-13272,Escherichia coli,330,2314_01,Y,2314,0,"c(-106.5403, 31.8028)",NA,NA
2017-01-31,TCEQMAIN-16652,Escherichia coli,290,1007E_01,Y,1007E,1,"c(-95.4571, 29.6684)",NA,NA
2017-12-27,TCEQMAIN-14256,Escherichia coli,210,1911_09,Y,1911,1,"c(-98.4947, 29.3931)",USGS-08178000,21.6
2017-05-02,TCEQMAIN-15354,Escherichia coli,100,0608B_04,N,0608B,0,"c(-94.7678, 30.7873)",NA,NA
2014-02-24,TCEQMAIN-11888,Escherichia coli,21,1213_01,N,1213,0,"c(-96.9473, 30.8358)",USGS-08106500,206
2018-11-13,TCEQMAIN-17487,Escherichia coli,3400,1113D_01,Y,1113D,1,"c(-95.1061, 29.6614)",NA,NA
2016-11-08,TCEQMAIN-10430,Escherichia coli,170,0506_03,N,0506,0,"c(-95.4857, 32.6129)",USGS-08018500,16.8
2015-02-02,TCEQMAIN-16657,Escherichia coli,130,1007M_01,Y,1007M,1,"c(-95.2325, 29.7755)",USGS-08075770,9.08
2014-06-18,TCEQMAIN-10427,Escherichia coli,23,0505_05,N,0505,0,"c(-94.8505, 32.4767)",NA,NA
2016-01-27,TCEQMAIN-12409,Escherichia coli,61,1421_07,N,1421,0,"c(-100.4108, 31.4534)",USGS-08136000,7.26
2018-06-26,TCEQMAIN-20775,Escherichia coli,130,1902C_01,Y,1902C,0,"c(-97.9839, 29.2384)",NA,NA
2015-09-22,TCEQMAIN-17679,Escherichia coli,49,0841K_01,Y,0841K,1,"c(-96.9853, 32.6923)",NA,NA
2018-05-16,TCEQMAIN-12881,Escherichia coli,110,1911_03,Y,1911,1,"c(-98.1741, 29.1102)",USGS-08183200,221
2016-09-13,TCEQMAIN-10869,Escherichia coli,290,0841B_01,N,0841B,1,"c(-97.03, 32.8325)",USGS-0804956950,NA
2014-03-19,TCEQMAIN-16861,Escherichia coli,820,0409_03,N,0409,0,"c(-94.7511, 32.673)",USGS-07346050,NA
2014-07-28,TCEQMAIN-13202,Escherichia coli,12,2304_04,N,2304,0,"c(-99.5239, 27.5231)",NA,NA
2017-04-12,TCEQMAIN-21126,Escherichia coli,37,1905A_01,N,1905A,0,"c(-99.3485, 29.8759)",USGS-08178861,NA
2012-01-26,TCEQMAIN-16627,Escherichia coli,10000,1008C_02,Y,1008C,1,"c(-95.4794, 30.1353)",USGS-08068450,367
2018-10-08,TCEQMAIN-12658,Escherichia coli,72,1812_02,N,1812,0,"c(-98.1601, 29.7793)",NA,NA
2015-07-02,TCEQMAIN-11864,Escherichia coli,31,1206_03,N,1206,0,"c(-98.3023, 32.8632)",USGS-08089000,340
2016-05-16,TCEQMAIN-20457,Escherichia coli,2500,1009_01,Y,1009,1,"c(-95.8084, 29.9501)",USGS-08068720,361
2013-05-24,TCEQMAIN-14256,Escherichia coli,2900,1911_09,Y,1911,1,"c(-98.4947, 29.3931)",USGS-08178000,32
2015-08-26,TCEQMAIN-14256,Escherichia coli,100,1911_09,Y,1911,1,"c(-98.4947, 29.3931)",USGS-08178000,24.6
2018-05-14,TCEQMAIN-17054,Escherichia coli,4,1404B_01,N,1404B,0,"c(-98.0466, 30.5593)",NA,NA
2014-05-21,TCEQMAIN-15808,Escherichia coli,250,2302_03,Y,2302,0,"c(-98.2078, 26.0681)",NA,NA
2013-03-12,TCEQMAIN-12894,Escherichia coli,190,1911_06,N,1911,1,"c(-98.4321, 29.275)",NA,NA
2018-02-13,TCEQMAIN-10111,Escherichia coli,44,0202F_01,Y,0202F,0,"c(-96.5605, 33.5942)",NA,NA
2016-06-28,TCEQMAIN-11523,Escherichia coli,190,1241A_01,N,1241A,0,"c(-101.2529, 33.2067)",NA,NA
2013-12-03,TCEQMAIN-12615,Escherichia coli,22,1806_04,N,1806,1,"c(-99.118, 30.011)",NA,NA
2016-05-25,TCEQMAIN-15085,Escherichia coli,960,1911_09,Y,1911,1,"c(-98.4824, 29.4408)",USGS-08177700,0.88
2018-08-27,TCEQMAIN-10854,Escherichia coli,210,0809B_01,Y,0809B,0,"c(-97.538, 32.8871)",NA,NA
2014-04-02,TCEQMAIN-11864,Escherichia coli,20,1206_03,N,1206,0,"c(-98.3023, 32.8632)",USGS-08089000,94.7
2018-07-10,TCEQMAIN-12524,Escherichia coli,400,1602_03,Y,1602,1,"c(-96.6869, 28.9603)",USGS-08164000,65
2017-07-26,TCEQMAIN-18735,Escherichia coli,770,1911B_01,Y,1911B,1,"c(-98.5148, 29.4149)",NA,NA
2017-07-19,TCEQMAIN-12790,Escherichia coli,80,1901_01,N,1901,1,"c(-97.214, 28.6132)",NA,NA
2012-10-10,TCEQMAIN-11956,Escherichia coli,6,1226_02,N,1226,0,"c(-97.5675, 31.7859)",USGS-08095000,0.26
2013-05-21,TCEQMAIN-12032,Escherichia coli,240,1242_04,N,1242,0,"c(-96.825, 31.1339)",USGS-08098290,166
2017-09-27,TCEQMAIN-12924,Escherichia coli,260,1913_02,N,1913,0,"c(-98.2307, 29.5508)",USGS-08185065,13.7
2015-09-08,TCEQMAIN-12608,Escherichia coli,62,1806_02,N,1806,1,"c(-99.042, 29.946)",NA,NA
2012-06-25,TCEQMAIN-16998,Escherichia coli,2,0802_05,N,0802,0,"c(-95.0108, 30.6256)",NA,NA
2018-07-23,TCEQMAIN-16589,Escherichia coli,31,1016A_02,N,1016A,1,"c(-95.2683, 29.9545)",NA,NA
2018-04-18,TCEQMAIN-12791,Escherichia coli,140,1901_02,Y,1901,1,"c(-97.3848, 28.6498)",USGS-08188500,620
2012-04-23,TCEQMAIN-11135,Escherichia coli,760,1007D_01,Y,1007D,1,"c(-95.446, 29.6188)",USGS-08075400,13.3
2017-07-26,TCEQMAIN-18827,Escherichia coli,550,1218_02,Y,1218,0,"c(-97.6879, 31.1035)",NA,NA
2012-07-09,TCEQMAIN-11163,Escherichia coli,870,1014H_01,Y,1014H,1,"c(-95.6238, 29.7795)",USGS-08073000,NA
2014-11-12,TCEQMAIN-10399,Escherichia coli,15,0503_03,N,0503,0,"c(-93.519, 31.0644)",USGS-08026000,299
2012-05-14,TCEQMAIN-10937,Escherichia coli,360,0805_04,Y,0805,1,"c(-96.8745, 32.798)",NA,NA
2016-02-10,TCEQMAIN-16445,Escherichia coli,73,2202_02,Y,2202,0,"c(-97.751, 26.1441)",NA,NA
2016-01-19,TCEQMAIN-13023,Escherichia coli,100,2117_01,Y,2117,0,"c(-98.5475, 28.4668)",USGS-08206600,0.21
2012-11-06,TCEQMAIN-14223,Escherichia coli,2000,1911_09,Y,1911,1,"c(-98.4886, 29.4253)",USGS-08178000,40.2
2013-11-13,TCEQMAIN-17486,Escherichia coli,54,1113E_01,Y,1113E,1,"c(-95.0765, 29.6591)",NA,NA
2015-01-14,TCEQMAIN-11126,Escherichia coli,710,1006D_02,Y,1006D,1,"c(-95.3348, 29.8619)",USGS-08076500,23.3
2013-01-03,TCEQMAIN-14929,Escherichia coli,23,1910_02,Y,1910,1,"c(-98.4142, 29.3964)",NA,NA
2014-08-12,TCEQMAIN-21172,Escherichia coli,410,0214F_01,Y,0214F,0,"c(-98.6838, 33.9366)",NA,NA
2016-01-26,TCEQMAIN-17179,Escherichia coli,120,0841U_01,Y,0841U,1,"c(-96.955, 32.7975)",NA,NA
2012-03-26,TCEQMAIN-10897,Escherichia coli,170,0802_04,N,0802,0,"c(-94.9496, 30.571)",USGS-08066250,23500
2016-03-15,TCEQMAIN-10198,Escherichia coli,330,0303B_01,Y,0303B,0,"c(-94.7421, 33.2754)",NA,NA
2016-10-04,TCEQMAIN-10321,Escherichia coli,180,0407_02,N,0407,0,"c(-94.2812, 32.9248)",NA,NA
2016-01-04,TCEQMAIN-13486,Escherichia coli,140,1226B_01,N,1226B,0,"c(-98.1262, 32.0368)",NA,NA
2016-01-28,TCEQMAIN-13230,Escherichia coli,30,2307_01,N,2307,0,"c(-104.4521, 29.6037)",USGS-08371500,NA
2013-09-05,TCEQMAIN-20167,Escherichia coli,29,0202A_01,N,0202A,0,"c(-95.9852, 33.6819)",USGS-07332620,0
2017-11-28,TCEQMAIN-17179,Escherichia coli,23,0841U_01,Y,0841U,1,"c(-96.955, 32.7975)",NA,NA
2018-06-05,TCEQMAIN-12605,Escherichia coli,38,1806_02,N,1806,1,"c(-98.926, 29.9492)",NA,NA
2018-05-22,TCEQMAIN-17679,Escherichia coli,200,0841K_01,Y,0841K,1,"c(-96.9853, 32.6923)",NA,NA
2013-03-19,TCEQMAIN-10111,Escherichia coli,120,0202F_01,Y,0202F,0,"c(-96.5605, 33.5942)",NA,NA
2012-06-05,TCEQMAIN-11864,Escherichia coli,75,1206_03,N,1206,0,"c(-98.3023, 32.8632)",USGS-08089000,76.7
2012-03-28,TCEQMAIN-12881,Escherichia coli,120,1911_03,Y,1911,1,"c(-98.1741, 29.1102)",USGS-08183200,314
2017-07-20,TCEQMAIN-21016,Escherichia coli,7,1217G_01,N,1217G,0,"c(-97.8887, 31.0063)",NA,NA
2016-07-12,TCEQMAIN-17406,Escherichia coli,260,1810_03,Y,1810,0,"c(-97.7982, 29.9603)",NA,NA
2016-02-10,TCEQMAIN-15085,Escherichia coli,250,1911_09,Y,1911,1,"c(-98.4824, 29.4408)",USGS-08177700,0.68
2017-09-13,TCEQMAIN-17066,Escherichia coli,29,1911_08,Y,1911,1,"c(-98.4895, 29.3799)",NA,NA
2013-11-25,TCEQMAIN-15878,Escherichia coli,7800,1007D_03,Y,1007D,1,"c(-95.3039, 29.6633)",USGS-08075500,NA
2014-10-16,TCEQMAIN-20167,Escherichia coli,340,0202A_01,N,0202A,0,"c(-95.9852, 33.6819)",USGS-07332620,30.5
2015-06-22,TCEQMAIN-16654,Escherichia coli,340,1007L_01,Y,1007L,1,"c(-95.5058, 29.671)",USGS-08074810,83
2013-07-16,TCEQMAIN-11376,Escherichia coli,1200,1016_01,Y,1016,1,"c(-95.4434, 29.9423)",NA,NA
2017-07-12,TCEQMAIN-10635,Escherichia coli,98,0611_04,Y,0611,0,"c(-94.8727, 31.9823)",NA,NA
2014-02-18,TCEQMAIN-16901,Escherichia coli,200,1426_02,N,1426,0,"c(-100.1847, 31.7925)",NA,NA
2017-08-15,TCEQMAIN-17492,Escherichia coli,620,1014B_01,Y,1014B,1,"c(-95.7555, 29.7268)",USGS-08072350,NA
2016-10-04,TCEQMAIN-15508,Escherichia coli,230,0401A_01,N,0401A,0,"c(-94.1467, 32.6169)",NA,NA
2016-10-25,TCEQMAIN-17674,Escherichia coli,200,0841F_01,Y,0841F,1,"c(-97.0073, 32.7261)",NA,NA
2018-06-18,TCEQMAIN-10786,Escherichia coli,4,0828A_01,Y,0828A,0,"c(-97.2647, 32.6033)",USGS-08048970,0
2015-07-08,TCEQMAIN-16404,Escherichia coli,110,1217_03,N,1217,0,"c(-98.0565, 31.119)",NA,NA
2015-03-18,TCEQMAIN-15767,Escherichia coli,76,1242_02,N,1242,0,"c(-96.5442, 30.6278)",USGS-08108700,2130
2015-07-06,TCEQMAIN-12894,Escherichia coli,66,1911_06,N,1911,1,"c(-98.4321, 29.275)",NA,NA
2016-12-27,TCEQMAIN-12684,Escherichia coli,11,1818_01,N,1818,0,"c(-99.3321, 30.0706)",NA,NA
2016-03-21,TCEQMAIN-16590,Escherichia coli,360,1016B_01,Y,1016B,1,"c(-95.2626, 29.8659)",NA,NA
2014-05-15,TCEQMAIN-17431,Escherichia coli,730,1003_03,Y,1003,1,"c(-95.1913, 30.5669)",USGS-08069800,NA
2012-05-23,TCEQMAIN-10853,Escherichia coli,160,0809A_01,N,0809A,0,"c(-97.583, 32.9456)",USGS-08044800,0.2
2016-05-18,TCEQMAIN-14256,Escherichia coli,17000,1911_09,Y,1911,1,"c(-98.4947, 29.3931)",USGS-08178000,37.7
2012-12-26,TCEQMAIN-12618,Escherichia coli,31,1806_11,N,1806,1,"c(-99.1649, 30.0537)",USGS-08166200,28.6
2019-01-29,TCEQMAIN-16000,Escherichia coli,180,0206B_01,Y,0206B,0,"c(-99.8227, 34.3137)",NA,NA
2016-12-27,TCEQMAIN-12546,Escherichia coli,75,1806A_01,Y,1806A,0,"c(-99.1231, 30.0162)",NA,NA
2014-10-21,TCEQMAIN-13079,Escherichia coli,300,2202_02,Y,2202,0,"c(-97.7008, 26.1735)",USGS-08470400,NA
2018-04-25,TCEQMAIN-11850,Escherichia coli,180,1202_05,N,1202,0,"c(-96.1871, 30.1289)",USGS-08111500,1630
2012-04-25,TCEQMAIN-11138,Escherichia coli,1100,1007B_01,Y,1007B,1,"c(-95.3819, 29.7131)",USGS-08075000,92.4
2012-02-09,TCEQMAIN-12794,Escherichia coli,1800,1901_04,Y,1901,1,"c(-97.7371, 28.8487)",USGS-08188060,458
2017-06-27,TCEQMAIN-17674,Escherichia coli,400,0841F_01,Y,0841F,1,"c(-97.0073, 32.7261)",NA,NA
2018-11-27,TCEQMAIN-11328,Escherichia coli,690,1009_04,Y,1009,1,"c(-95.4292, 30.0358)",USGS-08069000,50.9
2013-11-19,TCEQMAIN-18197,Escherichia coli,4,1415_06,N,1415,0,"c(-99.9022, 30.3438)",NA,NA
2018-03-12,TCEQMAIN-12407,Escherichia coli,49,1421_06,N,1421,0,"c(-100.342, 31.4689)",NA,NA
2017-10-25,TCEQMAIN-16580,Escherichia coli,57,1901_05,N,1901,1,"c(-98.0581, 28.9426)",USGS-08183500,187
2018-02-28,TCEQMAIN-17066,Escherichia coli,60,1911_08,Y,1911,1,"c(-98.4895, 29.3799)",NA,NA
2015-10-21,TCEQMAIN-17491,Escherichia coli,130,1006D_02,Y,1006D,1,"c(-95.4226, 29.9023)",NA,NA
2016-04-05,TCEQMAIN-12570,Escherichia coli,260,1811A_01,Y,1811A,0,"c(-98.1294, 29.703)",USGS-08168797,0.49
2016-11-02,TCEQMAIN-11132,Escherichia coli,63,1007_02,N,1007,0,"c(-95.289, 29.6739)",USGS-08075500,NA
2017-03-08,TCEQMAIN-14211,Escherichia coli,1400,1902_02,Y,1902,0,"c(-97.919, 29.017)",USGS-08186000,192
2017-05-30,TCEQMAIN-10854,Escherichia coli,110,0809B_01,Y,0809B,0,"c(-97.538, 32.8871)",NA,NA
2012-12-18,TCEQMAIN-12678,Escherichia coli,130,1816_01,N,1816,0,"c(-99.247, 30.0733)",NA,NA
2015-01-06,TCEQMAIN-17173,Escherichia coli,4800,0841I_01,Y,0841I,0,"c(-96.9947, 32.8034)",NA,NA
2018-05-16,TCEQMAIN-12116,Escherichia coli,4,1250_02,N,1250,0,"c(-97.8611, 30.6206)",USGS-08104900,3.5
2017-09-26,TCEQMAIN-10430,Escherichia coli,93,0506_03,N,0506,0,"c(-95.4857, 32.6129)",USGS-08018500,9.81
2014-02-05,TCEQMAIN-16675,Escherichia coli,3600,1013C_01,Y,1013C,1,"c(-95.3835, 29.7645)",USGS-08074000,NA
2017-02-28,TCEQMAIN-12407,Escherichia coli,66,1421_06,N,1421,0,"c(-100.342, 31.4689)",NA,NA
2014-11-19,TCEQMAIN-11313,Escherichia coli,100,1008_03,Y,1008,1,"c(-95.4367, 30.1103)",USGS-08068500,33.5
2015-09-02,TCEQMAIN-14256,Escherichia coli,44,1911_09,Y,1911,1,"c(-98.4947, 29.3931)",USGS-08178000,23.6
2014-12-09,TCEQMAIN-12797,Escherichia coli,260,1902_01,Y,1902,0,"c(-97.8749, 28.9721)",NA,NA
2016-03-15,TCEQMAIN-10492,Escherichia coli,290,0604C_01,Y,0604C,0,"c(-94.8231, 31.2633)",NA,NA
2018-09-18,TCEQMAIN-10112,Escherichia coli,580,0202F_02,Y,0202F,0,"c(-96.5767, 33.5851)",NA,NA
2016-08-11,TCEQMAIN-10395,Escherichia coli,8,0502_01,N,0502,0,"c(-93.7094, 30.1792)",NA,NA
2015-11-05,TCEQMAIN-11356,Escherichia coli,300,1014_01,Y,1014,1,"c(-95.5008, 29.7603)",NA,NA
2015-10-08,TCEQMAIN-12355,Escherichia coli,15,1409_02,N,1409,0,"c(-98.5645, 31.2185)",USGS-08147000,13
2012-01-24,TCEQMAIN-11185,Escherichia coli,170,1008H_01,Y,1008H,1,"c(-95.5071, 30.1144)",USGS-08068325,3.6
2015-05-19,TCEQMAIN-11577,Escherichia coli,630,1202H_01,N,1202H,0,"c(-96.0513, 29.6625)",NA,NA
2015-10-15,TCEQMAIN-11394,Escherichia coli,140,1017_01,Y,1017,1,"c(-95.4942, 29.8766)",USGS-08074020,16.3
2012-02-29,TCEQMAIN-11848,Escherichia coli,280,1202_03,N,1202,0,"c(-96.0218, 29.6718)",NA,NA
2014-12-17,TCEQMAIN-10132,Escherichia coli,110,0204_01,N,0204,0,"c(-97.1598, 33.7271)",USGS-07316000,181
2014-10-20,TCEQMAIN-12032,Escherichia coli,7,1242_04,N,1242,0,"c(-96.825, 31.1339)",USGS-08098290,125
2012-07-10,TCEQMAIN-20167,Escherichia coli,99,0202A_01,N,0202A,0,"c(-95.9852, 33.6819)",USGS-07332620,20.8
2014-11-18,TCEQMAIN-16083,Escherichia coli,580,0612B_01,N,0612B,0,"c(-94.4379, 31.6919)",NA,NA
2017-01-17,TCEQMAIN-10580,Escherichia coli,31,0602_02,N,0602,0,"c(-94.0933, 30.3558)",USGS-08041000,1750
2017-07-10,TCEQMAIN-10401,Escherichia coli,6,0503_03,N,0503,0,"c(-93.5646, 31.196)",NA,NA
2014-04-07,TCEQMAIN-16596,Escherichia coli,17000,1017E_01,Y,1017E,1,"c(-95.4161, 29.7956)",NA,NA
2014-12-10,TCEQMAIN-12791,Escherichia coli,170,1901_02,Y,1901,1,"c(-97.3848, 28.6498)",USGS-08188500,238
2014-11-04,TCEQMAIN-16597,Escherichia coli,1600,1014M_01,Y,1014M,1,"c(-95.4731, 29.779)",NA,NA
2013-07-01,TCEQMAIN-11938,Escherichia coli,110,1223_01,Y,1223,0,"c(-98.5337, 32.1734)",USGS-08099100,0
2018-11-06,TCEQMAIN-15852,Escherichia coli,880,1007B_01,Y,1007B,1,"c(-95.5519, 29.6896)",NA,NA
2015-01-22,TCEQMAIN-10972,Escherichia coli,84,0812_01,Y,0812,0,"c(-98.0787, 33.2933)",USGS-08042800,2.95
2015-01-06,TCEQMAIN-16805,Escherichia coli,30,1402H_01,N,1402H,0,"c(-96.4375, 29.5357)",NA,NA
2013-01-15,TCEQMAIN-12814,Escherichia coli,160,1903_03,Y,1903,0,"c(-98.549, 29.2466)",NA,NA
2013-09-12,TCEQMAIN-10097,Escherichia coli,820,0214B_01,N,0214B,0,"c(-98.6542, 33.9218)",NA,NA
2012-06-13,TCEQMAIN-12436,Escherichia coli,75,1427_01,N,1427,0,"c(-97.6889, 30.178)",USGS-08159000,5.12
2013-05-29,TCEQMAIN-10977,Escherichia coli,340,0814_02,Y,0814,0,"c(-96.5214, 32.1975)",USGS-08064100,22.7
2013-12-11,TCEQMAIN-20905,Escherichia coli,44,1221_05,N,1221,0,"c(-98.1057, 31.7869)",USGS-08100000,0.16
2014-03-05,TCEQMAIN-13181,Escherichia coli,91,2302_04,N,2302,0,"c(-98.2719, 26.0956)",NA,NA
2015-10-26,TCEQMAIN-11897,Escherichia coli,17000,1217_02,N,1217,0,"c(-98.0164, 31.0817)",USGS-08103800,124
2016-10-05,TCEQMAIN-20452,Escherichia coli,30,1010_04,Y,1010,1,"c(-95.2553, 30.2047)",USGS-08070500,18.3
2018-10-16,TCEQMAIN-21016,Escherichia coli,7600,1217G_01,N,1217G,0,"c(-97.8887, 31.0063)",NA,NA
2013-09-23,TCEQMAIN-21031,Escherichia coli,6,0202_05,N,0202,0,"c(-96.5319, 33.8236)",NA,NA
2016-04-26,TCEQMAIN-15767,Escherichia coli,490,1242_02,N,1242,0,"c(-96.5442, 30.6278)",USGS-08108700,11200
2014-02-03,TCEQMAIN-15853,Escherichia coli,1500,1007B_01,Y,1007B,1,"c(-95.4928, 29.678)",NA,NA
2014-01-07,TCEQMAIN-11334,Escherichia coli,10,1010_04,Y,1010,1,"c(-95.1921, 30.1488)",NA,NA
2016-05-31,TCEQMAIN-11999,Escherichia coli,1400,1232_04,Y,1232,0,"c(-100.1359, 32.6577)",NA,NA
2012-04-17,TCEQMAIN-10502,Escherichia coli,300,0615A_01,Y,0615A,0,"c(-94.6398, 31.443)",NA,NA
2016-04-13,TCEQMAIN-12044,Escherichia coli,52,1257_01,N,1257,0,"c(-97.2973, 31.8122)",USGS-08093100,3290
2018-01-18,TCEQMAIN-13657,Escherichia coli,87,1803B_01,Y,1803B,0,"c(-97.45, 29.2154)",USGS-08175000,2.79
2016-08-17,TCEQMAIN-17862,Escherichia coli,3700,1901_05,N,1901,1,"c(-98.0103, 28.9773)",NA,NA
2015-06-11,TCEQMAIN-16676,Escherichia coli,1200,1016D_01,Y,1016D,1,"c(-95.2876, 29.9308)",NA,NA
2015-09-29,TCEQMAIN-15839,Escherichia coli,3,2304_06,N,2304,0,"c(-99.7536, 27.7017)",NA,NA
2013-07-16,TCEQMAIN-17174,Escherichia coli,100,0841J_01,N,0841J,1,"c(-97.0206, 32.8323)",NA,NA
2012-09-12,TCEQMAIN-12881,Escherichia coli,23,1911_03,Y,1911,1,"c(-98.1741, 29.1102)",USGS-08183200,79.9
2017-10-17,TCEQMAIN-11081,Escherichia coli,65,0841_01,Y,0841,1,"c(-96.995, 32.7629)",USGS-08049500,190
2016-10-03,TCEQMAIN-20211,Escherichia coli,210,1007C_01,Y,1007C,1,"c(-95.6158, 29.6715)",USGS-08074800,NA
2012-11-28,TCEQMAIN-10630,Escherichia coli,10,0611_02,N,0611,0,"c(-94.9527, 31.6716)",USGS-08036500,36.4
2013-08-15,TCEQMAIN-11127,Escherichia coli,780,1006D_01,Y,1006D,1,"c(-95.2844, 29.8498)",NA,NA
2016-07-13,TCEQMAIN-12791,Escherichia coli,52,1901_02,Y,1901,1,"c(-97.3848, 28.6498)",USGS-08188500,581
2017-05-08,TCEQMAIN-20843,Escherichia coli,250,0612D_01,N,0612D,0,"c(-94.4494, 31.7122)",NA,NA
2015-01-12,TCEQMAIN-14223,Escherichia coli,1400,1911_09,Y,1911,1,"c(-98.4886, 29.4253)",USGS-08178000,17.8
2018-07-12,TCEQMAIN-14200,Escherichia coli,190,1903_05,N,1903,0,"c(-98.7924, 29.3272)",USGS-08180640,NA
2017-12-14,TCEQMAIN-11808,Escherichia coli,160,1221A_01,Y,1221A,0,"c(-98.224, 31.813)",NA,NA
2012-04-17,TCEQMAIN-11362,Escherichia coli,3400,1014_01,Y,1014,1,"c(-95.6056, 29.7618)",USGS-08073500,215
2014-09-03,TCEQMAIN-11804,Escherichia coli,59,1221G_01,Y,1221G,0,"c(-97.5994, 31.3928)",NA,NA
2018-03-28,TCEQMAIN-13181,Escherichia coli,88,2302_04,N,2302,0,"c(-98.2719, 26.0956)",NA,NA
2018-07-10,TCEQMAIN-12558,Escherichia coli,300,1810_03,Y,1810,0,"c(-97.6996, 29.9415)",NA,NA
2015-06-24,TCEQMAIN-17674,Escherichia coli,240,0841F_01,Y,0841F,1,"c(-97.0073, 32.7261)",NA,NA
2017-04-25,TCEQMAIN-17669,Escherichia coli,84,0841_02,N,0841,1,"c(-97.0316, 32.7883)",NA,NA
